Size Fraction ID,Particle ID,Mineral ID,Volume%,Particle Area,Mineral Area,Weight%,Particle Weight,Mineral Weight
0,1,46,10000,12,12,10000,8400,8400
0,3,78,10000,12,12,10000,6012,6012
0,4,51,10000,127,127,10000,66040,66040
0,5,82,10000,29,29,10000,17603,17603
0,9,82,10000,178,178,10000,108046,108046
0,10,51,6519,701,457,6573,361543,237640
0,10,55,899,701,63,814,361543,29421
0,10,56,2582,701,181,2613,361543,94482
0,11,51,10000,16,16,10000,8320,8320
0,12,46,10000,172,172,10000,120400,120400
0,13,46,10000,703,703,10000,492100,492100
0,15,46,10000,1023,1023,10000,716100,716100
0,16,82,10000,72,72,10000,43704,43704
0,17,46,10000,139,139,10000,97300,97300
0,18,46,10000,130,130,10000,91000,91000
0,20,46,10000,222,222,10000,155400,155400
0,19,51,2273,22,5,2266,11474,2600
0,19,56,7727,22,17,7734,11474,8874
0,22,29,356,1348,48,229,676311,15504
0,22,30,504,1348,68,325,676311,21964
0,22,51,8665,1348,1168,8980,676311,607360
0,22,55,260,1348,35,242,676311,16345
0,22,56,215,1348,29,224,676311,15138
0,23,78,10000,314,314,10000,157314,157314
0,25,20,10000,11,11,10000,3762,3762
0,26,46,10000,13,13,10000,9100,9100
0,27,2,8372,86,72,8074,37808,30528
0,27,51,1628,86,14,1926,37808,7280
0,29,46,10000,116,116,10000,81200,81200
0,30,46,10000,79,79,10000,55300,55300
0,31,46,10000,672,672,10000,470400,470400
0,33,46,10000,39,39,10000,27300,27300
0,34,46,10000,920,920,10000,644000,644000
0,35,82,10000,564,564,10000,342348,342348
0,36,46,10000,475,475,10000,332500,332500
0,38,51,10000,34,34,10000,17680,17680
0,39,46,10000,368,368,10000,257600,257600
0,40,51,10000,15,15,10000,7800,7800
0,41,29,79,5917,47,50,3017645,15181
0,41,30,91,5917,54,58,3017645,17442
0,41,51,8645,5917,5115,8814,3017645,2659800
0,41,53,35,5917,21,31,3017645,9345
0,41,55,161,5917,95,147,3017645,44365
0,41,56,531,5917,314,543,3017645,163908
0,41,57,184,5917,109,189,3017645,56898
0,41,68,274,5917,162,168,3017645,50706
0,42,20,8615,3950,3403,8510,1367660,1163826
0,42,21,1003,3950,396,1144,1367660,156420
0,42,25,73,3950,29,67,1367660,9135
0,42,29,48,3950,19,45,1367660,6137
0,42,30,137,3950,54,128,1367660,17442
0,42,33,124,3950,49,107,1367660,14700
0,43,51,10000,63,63,10000,32760,32760
0,45,46,10000,748,748,10000,523600,523600
0,46,46,10000,100,100,10000,70000,70000
0,47,46,10000,313,313,10000,219100,219100
0,48,20,85,4109,35,42,2855562,11970
0,48,46,9740,4109,4002,9810,2855562,2801400
0,48,48,175,4109,72,148,2855562,42192
0,49,46,9645,2280,2199,9701,1586766,1539300
0,49,48,355,2280,81,299,1586766,47466
0,52,46,10000,264,264,10000,184800,184800
0,53,51,7302,986,720,7324,511173,374400
0,53,55,396,986,39,356,511173,18213
0,53,56,1714,986,169,1726,511173,88218
0,53,57,365,986,36,368,511173,18792
0,53,58,223,986,22,226,511173,11550
0,54,46,8744,454,397,8927,311302,277900
0,54,48,1256,454,57,1073,311302,33402
0,55,30,499,521,26,258,326008,8398
0,55,46,6276,521,327,7021,326008,228900
0,55,51,2745,521,143,2281,326008,74360
0,55,54,480,521,25,440,326008,14350
0,57,46,10000,548,548,10000,383600,383600
0,2,46,10000,235,235,10000,164500,164500
0,7,46,10000,50,50,10000,35000,35000
0,59,82,10000,75,75,10000,45525,45525
0,60,30,749,387,29,488,191888,9367
0,60,51,5814,387,225,6097,191888,117000
0,60,55,1835,387,71,1728,191888,33157
0,60,56,930,387,36,979,191888,18792
0,60,57,672,387,26,707,191888,13572
0,61,82,10000,430,430,10000,261010,261010
0,8,46,10000,107,107,10000,74900,74900
0,14,46,5833,84,49,6258,54810,34300
0,14,48,4167,84,35,3742,54810,20510
0,63,46,10000,582,582,10000,407400,407400
0,64,82,10000,47,47,10000,28529,28529
0,66,46,10000,325,325,10000,227500,227500
0,67,1,2232,2822,630,1325,1260287,166950
0,67,2,631,2822,178,599,1260287,75472
0,67,7,298,2822,84,191,1260287,24108
0,67,51,5315,2822,1500,6189,1260287,780000
0,67,52,273,2822,77,271,1260287,34111
0,67,55,298,2822,84,311,1260287,39228
0,67,56,588,2822,166,688,1260287,86652
0,67,57,365,2822,103,427,1260287,53766
0,68,46,10000,39,39,10000,27300,27300
0,69,30,1959,2756,540,1148,1519532,174420
0,69,82,8041,2756,2216,8852,1519532,1345112
0,70,46,8827,307,271,8999,210796,189700
0,70,48,1173,307,36,1001,210796,21096
0,71,82,10000,16,16,10000,9712,9712
0,72,46,10000,85,85,10000,59500,59500
0,21,56,10000,42,42,10000,21924,21924
0,37,51,10000,4,4,10000,2080,2080
0,44,51,10000,1,1,10000,520,520
0,50,51,10000,35,35,10000,18200,18200
0,74,46,10000,240,240,10000,168000,168000
0,75,5,528,379,20,324,243136,7880
0,75,22,1108,379,42,549,243136,13356
0,75,46,8364,379,317,9127,243136,221900
0,76,46,10000,638,638,10000,446600,446600
0,77,51,8578,626,537,8574,325698,279240
0,77,56,1422,626,89,1426,325698,46458
0,78,46,10000,77,77,10000,53900,53900
0,79,46,10000,190,190,10000,133000,133000
0,80,46,10000,49,49,10000,34300,34300
0,81,51,8389,1440,1208,8470,741641,628160
0,81,55,451,1440,65,409,741641,30355
0,81,56,250,1440,36,253,741641,18792
0,81,57,750,1440,108,760,741641,56376
0,81,72,160,1440,23,107,741641,7958
0,82,82,10000,387,387,10000,234909,234909
0,83,51,10000,44,44,10000,22880,22880
0,84,46,10000,56,56,10000,39200,39200
0,85,46,10000,291,291,10000,203700,203700
0,86,51,8651,1572,1360,8642,818336,707200
0,86,56,611,1572,96,612,818336,50112
0,86,57,178,1572,28,179,818336,14616
0,86,58,229,1572,36,231,818336,18900
0,86,59,331,1572,52,336,818336,27508
0,87,11,10000,43,43,10000,15480,15480
0,88,30,738,2967,219,473,1496513,70737
0,88,51,7954,2967,2360,8200,1496513,1227200
0,88,55,243,2967,72,225,1496513,33624
0,88,56,694,2967,206,719,1496513,107532
0,88,57,371,2967,110,384,1496513,57420
0,90,46,7470,83,62,7791,55706,43400
0,90,48,2530,83,21,2209,55706,12306
0,91,51,10000,62,62,10000,32240,32240
0,94,51,9546,1080,1031,9545,561698,536120
0,94,56,454,1080,49,455,561698,25578
0,95,46,10000,214,214,10000,149800,149800
0,98,46,10000,155,155,10000,108500,108500
0,99,51,10000,79,79,10000,41080,41080
0,101,46,10000,756,756,10000,529200,529200
0,103,29,3030,99,30,1671,57990,9690
0,103,46,6970,99,69,8329,57990,48300
0,104,47,48,837,4,59,435968,2584
0,104,51,8614,837,721,8600,435968,374920
0,104,56,669,837,56,671,435968,29232
0,104,57,669,837,56,671,435968,29232
0,105,51,8083,626,506,8143,323120,263120
0,105,55,767,626,48,694,323120,22416
0,105,56,623,626,39,630,323120,20358
0,105,57,527,626,33,533,323120,17226
0,51,29,594,101,6,377,51338,1938
0,51,51,9406,101,95,9623,51338,49400
0,58,29,225,1069,24,141,551348,7752
0,58,51,8859,1069,947,8932,551348,492440
0,58,56,917,1069,98,928,551348,51156
0,62,51,10000,18,18,10000,9360,9360
0,109,46,10000,289,289,10000,202300,202300
0,73,51,8760,2549,2233,8764,1324847,1161160
0,73,55,90,2549,23,81,1324847,10741
0,73,56,687,2549,175,690,1324847,91350
0,73,57,463,2549,118,465,1324847,61596
0,89,57,10000,14,14,10000,7308,7308
0,119,51,8160,3011,2457,8153,1567069,1277640
0,119,56,1295,3011,390,1299,1567069,203580
0,119,57,389,3011,117,390,1567069,61074
0,119,58,73,3011,22,74,1567069,11550
0,119,59,83,3011,25,84,1567069,13225
0,120,46,10000,754,754,10000,527800,527800
0,121,82,10000,3513,3513,10000,2132391,2132391
0,122,46,8179,313,256,8429,212602,179200
0,122,48,1821,313,57,1571,212602,33402
0,123,51,9460,1148,1086,9458,597084,564720
0,123,56,331,1148,38,332,597084,19836
0,123,57,209,1148,24,210,597084,12528
0,124,51,7751,498,386,7744,259184,200720
0,124,56,1446,498,72,1450,259184,37584
0,124,57,803,498,40,806,259184,20880
0,126,46,8800,200,176,8975,137264,123200
0,126,48,1200,200,24,1025,137264,14064
0,125,82,10000,11,11,10000,6677,6677
0,92,46,10000,68,68,10000,47600,47600
0,100,46,10000,141,141,10000,98700,98700
0,102,46,10000,171,171,10000,119700,119700
0,129,82,10000,678,678,10000,411546,411546
0,130,46,10000,123,123,10000,86100,86100
0,131,20,1980,4556,902,1081,2852716,308484
0,131,33,50,4556,23,24,2852716,6900
0,131,46,7856,4556,3579,8782,2852716,2505300
0,131,47,57,4556,26,59,2852716,16796
0,131,48,57,4556,26,53,2852716,15236
0,132,51,8593,881,757,8588,458368,393640
0,132,56,885,881,78,888,458368,40716
0,132,57,522,881,46,524,458368,24012
0,133,1,136,13750,187,71,6936760,49555
0,133,2,69,13750,95,58,6936760,40280
0,133,6,60,13750,83,34,6936760,23240
0,133,7,252,13750,347,144,6936760,99589
0,133,22,23,13750,32,15,6936760,10176
0,133,28,70,13750,96,36,6936760,25248
0,133,29,26,13750,36,17,6936760,11628
0,133,30,3,13750,4,2,6936760,1292
0,133,51,8490,13750,11674,8751,6936760,6070480
0,133,52,49,13750,68,43,6936760,30124
0,133,55,185,13750,255,172,6936760,119085
0,133,56,327,13750,450,339,6936760,234900
0,133,57,256,13750,352,265,6936760,183744
0,133,58,25,13750,35,26,6936760,18375
0,133,59,26,13750,36,27,6936760,19044
0,107,46,9077,260,236,9215,179264,165200
0,107,48,923,260,24,785,179264,14064
0,108,46,10000,545,545,10000,381500,381500
0,135,82,10000,11,11,10000,6677,6677
0,136,51,10000,59,59,10000,30680,30680
0,137,46,8273,278,230,8385,192008,161000
0,137,47,1727,278,48,1615,192008,31008
0,138,51,10000,68,68,10000,35360,35360
0,139,46,8309,136,113,8544,92578,79100
0,139,48,1691,136,23,1456,92578,13478
0,140,46,10000,483,483,10000,338100,338100
0,141,51,7226,393,284,7216,204656,147680
0,141,56,1501,393,59,1505,204656,30798
0,141,57,611,393,24,612,204656,12528
0,141,58,662,393,26,667,204656,13650
0,142,51,10000,55,55,10000,28600,28600
0,143,46,10000,1009,1009,10000,706300,706300
0,145,46,10000,456,456,10000,319200,319200
0,146,53,262,2408,63,193,1451450,28035
0,146,82,9738,2408,2345,9807,1451450,1423415
0,147,51,7634,655,500,7822,332385,260000
0,147,55,2366,655,155,2178,332385,72385
0,148,46,10000,205,205,10000,143500,143500
0,982,46,10000,288,288,10000,201600,201600
0,150,46,10000,11,11,10000,7700,7700
0,153,46,10000,30,30,10000,21000,21000
0,154,46,10000,68,68,10000,47600,47600
0,155,51,8634,1069,923,8628,556280,479960
0,155,56,674,1069,72,676,556280,37584
0,155,57,355,1069,38,357,556280,19836
0,155,58,337,1069,36,340,556280,18900
0,156,46,10000,152,152,10000,106400,106400
0,157,51,7882,170,134,7876,88472,69680
0,157,56,2118,170,36,2124,88472,18792
0,158,1,1624,388,63,1103,151375,16695
0,158,2,593,388,23,644,151375,9752
0,158,7,2680,388,104,1972,151375,29848
0,158,51,1598,388,62,2130,151375,32240
0,158,52,722,388,28,819,151375,12404
0,158,55,2784,388,108,3332,151375,50436
0,159,30,473,761,36,229,507994,11628
0,159,31,342,761,26,222,507994,11284
0,159,46,8699,761,662,9122,507994,463400
0,159,48,486,761,37,427,507994,21682
0,160,46,10000,23,23,10000,16100,16100
0,169,46,9745,784,764,9786,546520,534800
0,169,48,255,784,20,214,546520,11720
0,171,46,10000,27,27,10000,18900,18900
0,172,46,8401,269,226,8626,183398,158200
0,172,48,1599,269,43,1374,183398,25198
0,173,78,10000,97,97,10000,48597,48597
0,174,46,10000,50,50,10000,35000,35000
0,175,46,10000,12,12,10000,8400,8400
0,176,31,526,818,43,442,422011,18662
0,176,51,8093,818,662,8157,422011,344240
0,176,56,440,818,36,445,422011,18792
0,176,57,440,818,36,445,422011,18792
0,176,58,501,818,41,510,422011,21525
0,178,51,10000,89,89,10000,46280,46280
0,179,51,10000,20,20,10000,10400,10400
0,180,82,10000,53,53,10000,32171,32171
0,182,46,10000,34,34,10000,23800,23800
0,189,32,1375,160,22,646,103266,6666
0,189,46,8625,160,138,9354,103266,96600
0,190,46,10000,144,144,10000,100800,100800
0,191,29,394,1499,59,278,686410,19057
0,191,30,2555,1499,383,1802,686410,123709
0,191,51,5771,1499,865,6553,686410,449800
0,191,55,774,1499,116,789,686410,54172
0,191,56,240,1499,36,274,686410,18792
0,191,57,267,1499,40,304,686410,20880
0,193,46,10000,731,731,10000,511700,511700
0,194,82,10000,546,546,10000,331422,331422
0,195,46,3750,40,15,4175,25150,10500
0,195,48,6250,40,25,5825,25150,14650
0,197,46,10000,212,212,10000,148400,148400
0,198,46,10000,688,688,10000,481600,481600
0,199,46,10000,10,10,10000,7000,7000
0,200,78,10000,861,861,10000,431361,431361
0,201,46,10000,148,148,10000,103600,103600
0,202,46,10000,122,122,10000,85400,85400
0,203,2,2360,339,80,2938,115459,33920
0,203,7,1091,339,37,920,115459,10619
0,203,19,1799,339,61,1638,115459,18910
0,203,20,914,339,31,918,115459,10602
0,203,32,2330,339,79,2073,115459,23937
0,203,33,1121,339,38,987,115459,11400
0,203,55,383,339,13,526,115459,6071
0,204,46,10000,123,123,10000,86100,86100
0,206,46,10000,211,211,10000,147700,147700
0,207,20,2130,432,92,1304,241314,31464
0,207,29,648,432,28,375,241314,9044
0,207,31,926,432,40,719,241314,17360
0,207,46,4884,432,211,6121,241314,147700
0,207,48,1412,432,61,1481,241314,35746
0,208,46,10000,259,259,10000,181300,181300
0,209,7,277,1298,36,159,651693,10332
0,209,51,6757,1298,877,6998,651693,456040
0,209,52,239,1298,31,211,651693,13733
0,209,55,1849,1298,240,1720,651693,112080
0,209,56,878,1298,114,913,651693,59508
0,210,46,10000,338,338,10000,236600,236600
0,211,51,8707,1098,956,8702,571244,497120
0,211,56,965,1098,106,969,571244,55332
0,211,57,328,1098,36,329,571244,18792
0,212,46,10000,19,19,10000,13300,13300
0,213,46,10000,77,77,10000,53900,53900
0,214,46,10000,294,294,10000,205800,205800
0,215,51,10000,1127,1127,10000,586040,586040
0,113,46,10000,157,157,10000,109900,109900
0,114,46,10000,45,45,10000,31500,31500
0,217,46,10000,488,488,10000,341600,341600
0,218,46,9163,466,427,9290,321754,298900
0,218,48,837,466,39,710,321754,22854
0,116,46,9843,699,688,9863,488277,481600
0,116,82,157,699,11,137,488277,6677
0,117,82,10000,438,438,10000,265866,265866
0,221,46,10000,924,924,10000,646800,646800
0,223,20,137,2910,40,103,1331594,13680
0,223,21,186,2910,54,160,1331594,21330
0,223,22,100,2910,29,69,1331594,9222
0,223,29,168,2910,49,119,1331594,15827
0,223,30,175,2910,51,124,1331594,16473
0,223,31,96,2910,28,91,1331594,12152
0,223,33,1113,2910,324,730,1331594,97200
0,223,51,1151,2910,335,1308,1331594,174200
0,223,55,4595,2910,1337,4689,1331594,624379
0,223,56,677,2910,197,772,1331594,102834
0,223,57,725,2910,211,827,1331594,110142
0,223,58,636,2910,185,729,1331594,97125
0,223,59,241,2910,70,278,1331594,37030
0,224,46,8514,249,212,8613,172302,148400
0,224,47,1486,249,37,1387,172302,23902
0,226,29,842,404,34,437,251362,10982
0,226,31,1733,404,70,1209,251362,30380
0,226,46,7426,404,300,8354,251362,210000
0,228,46,9552,737,704,9633,511577,492800
0,228,49,448,737,33,367,511577,18777
0,229,46,10000,414,414,10000,289800,289800
0,230,46,9488,723,686,9568,501882,480200
0,230,48,512,723,37,432,501882,21682
0,231,46,9859,1774,1749,9882,1238950,1224300
0,231,48,141,1774,25,118,1238950,14650
0,234,7,10000,25,25,10000,7175,7175
0,235,46,10000,43,43,10000,30100,30100
0,236,46,10000,709,709,10000,496300,496300
0,237,46,10000,376,376,10000,263200,263200
0,238,29,576,1215,70,334,677731,22610
0,238,31,798,1215,97,621,677731,42098
0,238,32,395,1215,48,215,677731,14544
0,238,33,1416,1215,172,761,677731,51600
0,238,46,5852,1215,711,7344,677731,497700
0,238,48,379,1215,46,398,677731,26956
0,238,68,584,1215,71,328,677731,22223
0,240,46,10000,194,194,10000,135800,135800
0,241,46,7547,53,40,7861,35618,28000
0,241,48,2453,53,13,2139,35618,7618
0,242,51,2075,718,149,1892,409563,77480
0,242,55,1323,718,95,1083,409563,44365
