"","(Intercept):1_mean","(Intercept):1_sd","(Intercept):1_lower","(Intercept):1_upper","(Intercept):2_mean","(Intercept):2_sd","(Intercept):2_lower","(Intercept):2_upper","(Intercept):3_mean","(Intercept):3_sd","(Intercept):3_lower","(Intercept):3_upper","particle_polygon_area_mean","particle_polygon_area_sd","particle_polygon_area_lower","particle_polygon_area_upper","particle_polygon_length_mean","particle_polygon_length_sd","particle_polygon_length_lower","particle_polygon_length_upper","convex_hull_area_mean","convex_hull_area_sd","convex_hull_area_lower","convex_hull_area_upper","convex_hull_length_mean","convex_hull_length_sd","convex_hull_length_lower","convex_hull_length_upper","maximum_dimension_length_mean","maximum_dimension_length_sd","maximum_dimension_length_lower","maximum_dimension_length_upper","maximum_dimension_angle_mean","maximum_dimension_angle_sd","maximum_dimension_angle_lower","maximum_dimension_angle_upper","paris_factor_mean","paris_factor_sd","paris_factor_lower","paris_factor_upper","area_delta_factor_mean","area_delta_factor_sd","area_delta_factor_lower","area_delta_factor_upper","angularity_mean","angularity_sd","angularity_lower","angularity_upper","min_rect_min_length_mean","min_rect_min_length_sd","min_rect_min_length_lower","min_rect_min_length_upper","min_rect_min_length_angle_mean","min_rect_min_length_angle_sd","min_rect_min_length_angle_lower","min_rect_min_length_angle_upper","min_rect_max_length_mean","min_rect_max_length_sd","min_rect_max_length_lower","min_rect_max_length_upper","min_rect_max_length_angle_mean","min_rect_max_length_angle_sd","min_rect_max_length_angle_lower","min_rect_max_length_angle_upper","enclose_length_delta_mean","enclose_length_delta_sd","enclose_length_delta_lower","enclose_length_delta_upper","particle_area_mean","particle_area_sd","particle_area_lower","particle_area_upper","particle_weight_mean","particle_weight_sd","particle_weight_lower","particle_weight_upper","particle_density_mean","particle_density_sd","particle_density_lower","particle_density_upper"
"1",-1.50947445878498,0.0107705632561412,-1.53080708035568,-1.48747114590471,0.84974221196045,0.00782309054933856,0.834377781833079,0.865103269102937,2.56975541899037,0.013372590469227,2.54584629279662,2.5980509041655,0.000249288112419025,0.00400757094594037,0,0,0,0,0,0,0.77308205553577,0.0348334918178218,0.714840891546917,0.848686340588807,-0.190755425683328,0.0250197755543725,-0.239207483848831,-0.142912100012644,0,0,0,0,7.01677849720145e-05,0.000505855662004783,0,0.000955606527409563,0,0,0,0,-0.0564885937205505,0.00677513046236482,-0.0696712919171587,-0.0432842845878408,8.65729230010628e-06,0.000230687036290691,0,0,-0.905473107992307,0.0253380640644493,-0.957155462221506,-0.852605436503312,-1.78720402333554e-05,0.000238399493389439,0,0,-0.000258901833827055,0.00212555662361992,-9.39190268581855e-05,0,0,0,0,0,0,0,0,0,6.24939711028533e-05,0.00155282615403433,0,0,-0.0123312507398434,0.0179056470198759,-0.0590268690519614,0,-2.36687881359119,0.0115251732381574,-2.3887096690788,-2.34489497694758
